Virus,taxonomy,vir.class,Host genome,Host taxonomy,Main method,Confidence score,Additional methods,d,p,c,o,f,g,s,lifestyle
F_S14C1537,Caudoviricetes_unclassified_family,Caudoviricetes,S-YL2-MP.0.semibin.rename,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Amaricoccus;s__,iPHoP-RF,77.5,None,d__Bacteria,c__Alphaproteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Amaricoccus,s__,temperate
F_S14C222,Caudoviricetes_unclassified_family,Caudoviricetes,M-TC2-MP.2.semibin.rename,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__,iPHoP-RF,93.7,None,d__Bacteria,c__Alphaproteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__,temperate
F_S14C222,Caudoviricetes_unclassified_family,Caudoviricetes,A-YL2-MP.2.rename,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__,iPHoP-RF,88.2,None,d__Bacteria,c__Alphaproteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__,temperate
F_S14C222,Caudoviricetes_unclassified_family,Caudoviricetes,S-TN6-nonMP.8.semibin.rename,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__,iPHoP-RF,80.6,None,d__Bacteria,c__Alphaproteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__,temperate
F_S14C6798_1,Caudoviricetes_unclassified_family,Caudoviricetes,M-KN5-nonMP.32.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__,iPHoP-RF,95.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Massilia,s__,virulent
F_S14C6798_1,Caudoviricetes_unclassified_family,Caudoviricetes,M-TC2-nonMP.0.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__,iPHoP-RF,93.4,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Massilia,s__,virulent
F_S14C6798_1,Caudoviricetes_unclassified_family,Caudoviricetes,M-TR17L-nonMP.8.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__,iPHoP-RF,93.4,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Massilia,s__,virulent
F_S14C6798_1,Caudoviricetes_unclassified_family,Caudoviricetes,M-TR12B-MP.2.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pseudoduganella;s__,iPHoP-RF,85.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Pseudoduganella,s__,virulent
F_S14C6798_1,Caudoviricetes_unclassified_family,Caudoviricetes,S-TR12B-nonMP.8.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duganella;s__,iPHoP-RF,83.9,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Duganella,s__,virulent
F_S14C6798_1,Caudoviricetes_unclassified_family,Caudoviricetes,M-TR12D-MP.20.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pseudoduganella;s__,iPHoP-RF,83.3,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Pseudoduganella,s__,virulent
F_S14C6798_1,Caudoviricetes_unclassified_family,Caudoviricetes,F-KN5-MP.3.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__,iPHoP-RF,83.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Massilia,s__,virulent
F_S14C6798_1,Caudoviricetes_unclassified_family,Caudoviricetes,M-TR12-MP.4.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duganella;s__,iPHoP-RF,81.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Duganella,s__,virulent
F_S14C6798_1,Caudoviricetes_unclassified_family,Caudoviricetes,M-TR17L-nonMP.3.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__,iPHoP-RF,78,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Massilia,s__,virulent
F_S14C716,Caudoviricetes_unclassified_family,Caudoviricetes,M-TC2-nonMP.2.rename,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__,iPHoP-RF,93.7,None,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__,temperate
F_S14C716,Caudoviricetes_unclassified_family,Caudoviricetes,A-YL2-MP.23.semibin.rename,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__,iPHoP-RF,77.8,None,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__,temperate
F_S14C7276,Caudoviricetes_unclassified_family,Caudoviricetes,S-TR12I-MP.13.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,96.7,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,temperate
F_S14C7276,Caudoviricetes_unclassified_family,Caudoviricetes,M-TN2-MP.14.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,96.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,temperate
F_S14C7276,Caudoviricetes_unclassified_family,Caudoviricetes,M-TR19I-MP.0.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,95.7,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,temperate
F_S14C7276,Caudoviricetes_unclassified_family,Caudoviricetes,A-TR17L-nonMP.6.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,95.4,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,temperate
F_S14C7276,Caudoviricetes_unclassified_family,Caudoviricetes,M-TN2-MP.15.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,95.4,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,temperate
F_S14C7276,Caudoviricetes_unclassified_family,Caudoviricetes,S-TSR1-nonMP.7.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,95.4,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,temperate
F_S14C7276,Caudoviricetes_unclassified_family,Caudoviricetes,S-TC2-nonMP.18.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,95.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,temperate
F_S14C7276,Caudoviricetes_unclassified_family,Caudoviricetes,A-TC2-nonMP.2.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,92.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,temperate
F_S14C7276,Caudoviricetes_unclassified_family,Caudoviricetes,M-DB2-nonMP.3.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,90.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,temperate
F_S14C7276,Caudoviricetes_unclassified_family,Caudoviricetes,S-TR12B-nonMP.2.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,83.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,temperate
F_S15C1509,Caudoviricetes_unclassified_family,Caudoviricetes,M-TSR1-MP.2.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__,iPHoP-RF,78.5,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Variovorax,s__,temperate
F_S15C3173,Caudoviricetes_unclassified_family,Caudoviricetes,M-DB2-nonMP.5.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__,iPHoP-RF,86,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter,s__,virulent
F_S15C4161,Caudoviricetes_unclassified_family,Caudoviricetes,M-DB2-nonMP.5.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__,iPHoP-RF,86.3,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter,s__,temperate
F_S15C6353,Caudoviricetes_unclassified_family,Caudoviricetes,M-DB2-nonMP.5.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__,iPHoP-RF,89.5,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter,s__,virulent
F_S15C6353,Caudoviricetes_unclassified_family,Caudoviricetes,A-TC2-nonMP.24.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__,iPHoP-RF,86.3,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter,s__,virulent
F_S15C6353,Caudoviricetes_unclassified_family,Caudoviricetes,M-TSR1-MP.11.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__,iPHoP-RF,82.5,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter,s__,virulent
F_S15C7971,Caudoviricetes_unclassified_family,Caudoviricetes,A-TN6-nonMP.10.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Janthinobacterium;s__,iPHoP-RF,97.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Janthinobacterium,s__,virulent
F_S15C7971,Caudoviricetes_unclassified_family,Caudoviricetes,A-DB2-MP.0.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Janthinobacterium;s__,iPHoP-RF,96.7,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Janthinobacterium,s__,virulent
F_S15C7971,Caudoviricetes_unclassified_family,Caudoviricetes,A-TC2-nonMP.3.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Janthinobacterium;s__,iPHoP-RF,96.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Janthinobacterium,s__,virulent
F_S15C7971,Caudoviricetes_unclassified_family,Caudoviricetes,M-TN6-nonMP.1.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Janthinobacterium;s__,iPHoP-RF,96.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Janthinobacterium,s__,virulent
F_S15C7971,Caudoviricetes_unclassified_family,Caudoviricetes,M-TSR1-MP.0.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__,iPHoP-RF,95.7,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Massilia,s__,virulent
F_S15C7971,Caudoviricetes_unclassified_family,Caudoviricetes,M-TR12D-MP.20.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pseudoduganella;s__,iPHoP-RF,95.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Pseudoduganella,s__,virulent
F_S15C7971,Caudoviricetes_unclassified_family,Caudoviricetes,M-TR19I-MP.33.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__,iPHoP-RF,95.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Massilia,s__,virulent
F_S15C7971,Caudoviricetes_unclassified_family,Caudoviricetes,A-IN2-nonMP.14.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Janthinobacterium;s__,iPHoP-RF,94.4,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Janthinobacterium,s__,virulent
F_S15C7971,Caudoviricetes_unclassified_family,Caudoviricetes,M-DB2-MP.5.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__,iPHoP-RF,94.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Massilia,s__,virulent
F_S15C7971,Caudoviricetes_unclassified_family,Caudoviricetes,M-TR12B-nonMP.7.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__,iPHoP-RF,94.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Massilia,s__,virulent
F_S15C7971,Caudoviricetes_unclassified_family,Caudoviricetes,S-YL4-nonMP.6.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Janthinobacterium;s__,iPHoP-RF,93.7,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Janthinobacterium,s__,virulent
F_S15C7971,Caudoviricetes_unclassified_family,Caudoviricetes,M-TR12B-MP.2.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pseudoduganella;s__,iPHoP-RF,91.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Pseudoduganella,s__,virulent
F_S15C7971,Caudoviricetes_unclassified_family,Caudoviricetes,F-KN5-MP.3.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__,iPHoP-RF,90.5,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Massilia,s__,virulent
F_S15C7971,Caudoviricetes_unclassified_family,Caudoviricetes,S-TR12B-nonMP.8.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duganella;s__,iPHoP-RF,86.7,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Duganella,s__,virulent
F_S15C7971,Caudoviricetes_unclassified_family,Caudoviricetes,M-KN5-nonMP.32.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__,iPHoP-RF,82.8,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Massilia,s__,virulent
F_S15C7971,Caudoviricetes_unclassified_family,Caudoviricetes,M-TC2-nonMP.0.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__,iPHoP-RF,81.9,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Massilia,s__,virulent
F_S15C7971,Caudoviricetes_unclassified_family,Caudoviricetes,M-TR17L-nonMP.8.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__,iPHoP-RF,81.9,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Massilia,s__,virulent
F_S15C7971,Caudoviricetes_unclassified_family,Caudoviricetes,M-TR12-MP.4.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duganella;s__,iPHoP-RF,78.7,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Duganella,s__,virulent
F_S17C5758,Caudoviricetes_unclassified_family,Caudoviricetes,A-TR17L-nonMP.15.rename,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Chroococcidiopsidaceae;g__;s__,iPHoP-RF,80,None,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Chroococcidiopsidaceae,g__,s__,temperate
F_S17C5758,Caudoviricetes_unclassified_family,Caudoviricetes,M-TR12D-nonMP.5.rename,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Brasilonema;s__,iPHoP-RF,76.4,None,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Nostocaceae,g__Brasilonema,s__,temperate
F_S18C2258,Caudoviricetes_unclassified_family,Caudoviricetes,S-TR12D-nonMP.16.rename,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__GCA-002050365;s__,iPHoP-RF,82.8,None,d__Bacteria,p__Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae,g__GCA-002050365,s__,temperate
F_S18C4462,Caudoviricetes_unclassified_family,Caudoviricetes,S-TN2-MP.7.rename,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Elainellales;f__Elainellaceae;g__Elainella;s__,iPHoP-RF,81.6,None,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Elainellales,f__Elainellaceae,g__Elainella,s__,virulent
F_S19C1198,Caudoviricetes_unclassified_family,Caudoviricetes,S-TC2-nonMP.18.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,96.4,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,virulent
F_S19C1198,Caudoviricetes_unclassified_family,Caudoviricetes,M-DB2-nonMP.3.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,96.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,virulent
F_S19C1198,Caudoviricetes_unclassified_family,Caudoviricetes,M-TN2-MP.15.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,96.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,virulent
F_S19C1198,Caudoviricetes_unclassified_family,Caudoviricetes,S-TR12B-nonMP.2.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,96.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,virulent
F_S19C1198,Caudoviricetes_unclassified_family,Caudoviricetes,S-TR12I-MP.13.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,96.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,virulent
F_S19C1198,Caudoviricetes_unclassified_family,Caudoviricetes,A-TR17L-nonMP.6.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,95.7,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,virulent
F_S19C1198,Caudoviricetes_unclassified_family,Caudoviricetes,M-TN2-MP.14.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,95.7,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,virulent
F_S19C1198,Caudoviricetes_unclassified_family,Caudoviricetes,M-TR19I-MP.0.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,95.7,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,virulent
F_S19C1198,Caudoviricetes_unclassified_family,Caudoviricetes,A-TC2-nonMP.2.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,95.4,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,virulent
F_S19C1198,Caudoviricetes_unclassified_family,Caudoviricetes,S-TSR1-nonMP.7.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,95.4,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,virulent
F_S19C1198,Caudoviricetes_unclassified_family,Caudoviricetes,M-PR7-nonMP.9.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,94.4,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,virulent
F_S19C1198,Caudoviricetes_unclassified_family,Caudoviricetes,S-TR17L-nonMP.12.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,89.5,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,virulent
